domain,content_id,name,source,current_audio,proposed_brief_ids,disposition
units,unit_embercourt_charter_colossus,Charter Colossus,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_brace,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_mireclaw_reedsnare_kin,Reedsnare Kin,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_mireclaw_mudglass_slingers,Mudglass Slingers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_sling;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_mireclaw_bogplate_maulers,Bogplate Maulers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_bog_brute;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_mireclaw_ferrychain_lashers,Ferrychain Lashers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_chain;ability_hookline,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_mireclaw_sporewake_chanters,Sporewake Chanters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_rot_cant,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_mireclaw_gorefen_rippers,Gorefen Rippers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_bog_brute;ability_bloodrush,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_mireclaw_drowned_antler_sovereign,Drowned Antler Sovereign,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_antlered;ability_bloodrush,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_sunvault_shard_wardens,Shard Wardens,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_sunvault_prism_adepts,Prism Adepts,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_sunvault_mirror_duelists,Mirror Duelists,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_reach;ability_backstab,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_sunvault_resonant_choristers,Resonant Choristers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_resonance_relay;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_sunvault_solar_array_striders,Solar Array Striders,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_crystal;ability_solar_array_lane,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_sunvault_aurora_ballistae,Aurora Bastions,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_siege;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_sunvault_daybreak_colossus,Daybreak Colossus,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_crystal;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_thornwake_seedcutters,Seedcutters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_bramble_ground,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_thornwake_thornwhip_carriers,Thornwhip Carriers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_brace,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_thornwake_sporeglass_menders,Sporeglass Menders,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_sporeglass_mend,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_thornwake_barkmantle_rams,Barkmantle Rams,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_living_wood;ability_brace;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_thornwake_stagknot_runners,Stag-Knot Runners,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_antlered;ability_reach,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_thornwake_graft_matriarchs,Graft Matriarchs,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_living_wood;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_thornwake_worldroot_bastion,Worldroot Bastion,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_living_wood;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_brasshollow_scrip_haulers,Scrip Haulers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_brasshollow_rivet_hounds,Rivet Hounds,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_machine;ability_shielding;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_brasshollow_furnace_pavis_teams,Furnace Pavis Teams,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_brasshollow_boiler_rivetcasters,Boiler Rivetcasters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_siege;ability_pressure_artillery,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_brasshollow_debt_engine_exactors,Debt-Engine Exactors,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_machine;ability_overheat,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_brasshollow_crucible_crawlers,Crucible Crawlers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_machine;weapon_siege;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_brasshollow_foundry_saint,Foundry Saint,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_machine;ability_foundry_aura,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_veilmourn_bellwake_oars,Bellwake Oars,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_fog_screen,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_veilmourn_mourning_lanterns,Mourning Lanterns,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_veilmourn_maskglass_corsairs,Maskglass Corsairs,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_backstab,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_veilmourn_undertow_harpooners,Undertow Harpooners,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_chain;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_veilmourn_obituary_scribes,Obituary Scribes,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_obituary,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_veilmourn_mirrorkeel_reavers,Mirror-Keel Reavers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_reach;ability_backstab,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_veilmourn_fogbound_leviathan,Fogbound Leviathan,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_leviathan;ability_fogwake,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_embercourt_cinderseal_bombardiers,Cinderseal Bombardiers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_siege;ability_volley;ability_readiness_writ,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_mireclaw_mireglass_reedcasters,Mireglass Reedcasters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_rot_cant,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_sunvault_noonfacet_sentinels,Noonfacet Sentinels,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_brace;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_thornwake_dawnseed_bolters,Dawnseed Bolters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_bolt;ability_harry;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_brasshollow_gaugeplate_bailiffs,Gaugeplate Bailiffs,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_brace;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_veilmourn_tidehook_deckhands,Tidehook Deckhands,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_hookline;ability_fog_screen,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_roadwardens,Roadwardens,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_reach,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_hearthbow_carriers,Hearthbow Carriers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_bow;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_fenhound_runners,Fenhound Runners,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_hound;ability_bloodrush,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_mossglass_sentinels,Mossglass Sentinels,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_cliffhawk_wardens,Cliffhawk Wardens,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_winged;ability_reach,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_windglass_slingers,Windglass Slingers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_sling;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_reedbarge_poles,Reedbarge Poles,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_polearm;ability_reach,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_lanternet_throwers,Lanternet Throwers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_glowcap_bulwarks,Glowcap Bulwarks,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_sporelamp_tossers,Sporelamp Tossers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_dustjack_blades,Dustjack Blades,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_bloodrush,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_scrapbow_teams,Scrapbow Teams,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_bow;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_kilnward_mallets,Kilnward Mallets,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blunt;ability_brace,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_cinderpot_hurlers,Cinderpot Hurlers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_frostbeacon_pikes,Frostbeacon Pikes,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_polearm;ability_reach,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_snowglass_markers,Snowglass Markers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_orchard_halberds,Orchard Halberds,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_polearm;ability_brace,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_millstone_slingers,Millstone Slingers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_sling;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_hedgehook_watch,Hedgehook Watch,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_backstab,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_thornbow_scouts,Thornbow Scouts,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_bow;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_tidepool_cutters,Tidepool Cutters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_backstab,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_reefbolt_crews,Reefbolt Crews,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_bolt;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_switchback_pikes,Switchback Pikes,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_polearm;ability_reach,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_cairnshield_porters,Cairnshield Porters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_saltpan_bucklers,Saltpan Bucklers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_suncrack_throwers,Suncrack Throwers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_sumpstone_guards,Sumpstone Guards,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_echodart_casts,Echodart Casts,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_icehook_trappers,Icehook Trappers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_backstab,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_whitepike_keepers,Whitepike Keepers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_polearm;ability_reach,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_scarshield_veterans,Scarshield Veterans,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_brace,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_ashdart_stalkers,Ashdart Stalkers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_greenbranch_cudgels,Greenbranch Cudgels,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blunt;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_sapwhistle_callers,Sapwhistle Callers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_harbor_polearms,Harbor Polearms,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_polearm;ability_reach,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_flaremast_crews,Flaremast Crews,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_kitehook_runners,Kitehook Runners,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_bloodrush,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_ridgeflare_shots,Ridgeflare Shots,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_arcane;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_tunnel_lanterns,Tunnel Lanterns,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_brace,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_glimmercap_needlers,Glimmercap Needlers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_bogbell_mauls,Bogbell Mauls,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blunt;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_peatflare_jarriers,Peatflare Jarriers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_milestone_bucklers,Milestone Bucklers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_formation_guard,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_cartbow_tenders,Cartbow Tenders,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_bow;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_frostwharf_cutters,Frostwharf Cutters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_backstab,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_lanternskate_throwers,Lanternskate Throwers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_charcoal_mauls,Charcoal Mauls,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blunt;ability_brace,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_emberpack_lobbers,Emberpack Lobbers,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_thrown;ability_harry,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_basalt_wardens,Basalt Wardens,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_blade;ability_shielding,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
units,unit_neutral_tunnelmark_bolters,Tunnelmark Bolters,content/units.json,Shared battle move/release/hit/rout/cast/status cues,body_humanoid;weapon_bolt;ability_volley,"Proposed shared bank; verify actual art, body and weapon before generation. No bespoke voice line per unit. All passive abilities may remain silent."
